date,agency,final_incident_type,of_incidents_calculated,call_to_first_pickup,call_to_pd_calltaker_handoff,call_to_ems_pickup,call_to_agency_job_creation,call_to_agency_dispatch,call_to_agency_arrival,call_to_first_arrival_multi,median_pickup,median_calltaker_handoff,median_ems_pickup,median_ems_job_creation,median_dispatch,median_travel,median_cumulative_first,average_travel,average_dispatch,average_ems_processing,average_ems_pickup,average_calltaker_processing,average_pickup,call_to_fdny_pickup,call_to_fdny_job_creation,median_fdny_pickup,median_fdny_job_creation,average_fd_pickup,average_fd_processing
2025-02-10T00:00:00.000,NYPD,2. Serious,2186,4.85,130.63,,,281.49,702.56,682.22,3,98,,,76,253.5,497,7.02,2.51,,,2.1,0.08,,,,,,
2025-02-10T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2661,4.88,162.23,,,612.27,1613.49,1593.41,3,132,,,133,410,815,16.69,7.5,,,2.62,0.08,,,,,,
2025-02-03T00:00:00.000,NYPD (Non-CIP),Dispute,4888,3.92,174.31,,,806.3,3291.69,3253.06,3,143,,,208,983.5,1683,41.42,10.53,,,2.84,0.07,,,,,,
2025-02-03T00:00:00.000,EMS,1. Life Threating Med Emergencies,10409,4.13,80.22,84.92,141.98,237.74,727.13,647.7,3,78,7.5,34.5,80.5,424.5,529.25,8.16,2.63,0.97,0.11,1.27,0.07,,,,,,
2025-02-03T00:00:00.000,NYPD (Non-CIP),Past Crime,3782,4.26,204.03,,,952.46,5806.14,5742.88,3,172,,,270,2503,3314.5,80.89,12.47,,,3.33,0.07,,,,,,
2025-02-03T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12156,4.13,99.27,104.83,163.22,734.82,1549.58,1401.1,3,91.25,7.5,37.5,124.5,624.75,798,13.58,10.59,0.99,0.13,1.59,0.07,,,,,,
2025-02-03T00:00:00.000,FDNY,1. Structural Fires,266,4.18,51.08,,,117.91,321.36,317.67,4,17,,,8,200.5,288.5,3.39,0.15,,,0.78,0.07,34.59,87.99,5,47,0.09,0.89
2025-02-03T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,125,4.59,129.99,,,478,1453.06,1453.06,3,96,,,129,559,926,16.25,5.8,,,2.09,0.08,,,,,,
2025-02-03T00:00:00.000,FDNY,3. Medical Emergencies,3768,4.07,336.72,82.46,328.49,374.65,735.5,624.7,3,128,5,53,7,338.5,490,6.01,0.63,3.45,0.08,5.54,0.07,,,,,,
2025-02-03T00:00:00.000,FDNY,4. Non-Medical Emergencies,2504,3.99,209.97,,,280.16,622.32,561.15,3,28,,,7,305,425,5.7,0.25,,,3.43,0.07,53.77,112.55,5,47,0.09,0.98
2025-02-03T00:00:00.000,NYPD,2. Serious,2176,4.14,133.24,,,293,718.6,689.65,3,100,,,78,250,486,7.09,2.66,,,2.15,0.07,,,,,,
2025-02-03T00:00:00.000,NYPD (Non-CIP),Alarms,2565,3.83,141.08,,,545.88,2627.05,2627.05,3,118,,,147,842,1314,34.69,6.75,,,2.29,0.06,,,,,,
2025-02-03T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,131,4.43,169.05,,,553.8,3757.98,1576.18,3,150,,,122,1462,468,53.4,6.41,,,2.74,0.07,,,,,,
2025-02-03T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,250,4.54,202.1,,,1000.77,4095.24,3842.34,3,171.5,,,253,1668,2511.5,51.57,13.31,,,3.29,0.08,,,,,,
2025-02-03T00:00:00.000,FDNY,2. Non-Structural Fires,531,4.27,52.3,,,135.66,413,406.19,3,19,,,10,261,356,4.62,0.2,,,0.8,0.07,40.46,109.63,5,40,0.08,1.15
2025-02-03T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2632,4.05,162.42,,,556.8,1487.94,1476.09,3,134,,,135,415.5,790,15.52,6.57,,,2.64,0.07,,,,,,
2025-02-03T00:00:00.000,NYPD,3. Non-Critical,722,4,163.99,,,531.53,1395.57,1377.17,3,131.5,,,122,420,787.5,14.4,6.13,,,2.67,0.07,,,,,,
2025-02-03T00:00:00.000,NYPD,1. Critical,890,4.07,146.62,,,262.61,540.05,512.25,3,115.5,,,68,183.5,410,4.62,1.93,,,2.38,0.07,,,,,,
2025-02-03T00:00:00.000,NYPD (Non-CIP),Possible Crimes,6421,4.02,161.84,,,781.64,4236.11,4097.88,3,128,,,218,1656,2209,57.57,10.33,,,2.63,0.07,,,,,,
2025-02-03T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,2031,3.94,153.58,,,725.11,3425.74,3390.43,3,128,,,202,1298,1883,45.01,9.53,,,2.49,0.07,,,,,,
2025-01-27T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,101,5.34,131.18,,,446.38,1290.92,1290.92,3,97,,,136,490,832,14.08,5.25,,,2.1,0.09,,,,,,
2025-01-27T00:00:00.000,NYPD,2. Serious,2109,5.35,133.76,,,273.08,677.01,654.52,3,99,,,78,253,485,6.73,2.32,,,2.14,0.09,,,,,,
2025-01-27T00:00:00.000,NYPD (Non-CIP),Possible Crimes,6125,5.2,164.39,,,746.11,3980.28,3855.77,3,130,,,214,1591,2140,53.9,9.7,,,2.65,0.09,,,,,,
2025-01-27T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,255,6.16,208.25,,,859.22,3533.54,3384.56,3,174,,,242,1478,2089,44.57,10.85,,,3.37,0.1,,,,,,
2025-01-27T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12092,5.57,90.75,104.34,163.2,636.72,1446.9,1318.25,3,91,9.5,37,118.5,609.5,785,13.5,9.1,1,0.26,1.42,0.09,,,,,,
2025-01-27T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,136,6.8,165.29,,,563.34,3559.94,1515.29,3,138,,,128.5,1660,429.5,49.94,6.63,,,2.64,0.11,,,,,,
2025-01-27T00:00:00.000,NYPD (Non-CIP),Past Crime,3734,6.21,201.44,,,901.2,5541.26,5452.83,3,169,,,243.5,2353,3165,77.33,11.66,,,3.25,0.1,,,,,,
2025-01-27T00:00:00.000,FDNY,1. Structural Fires,262,5.45,29.18,,,94.44,298.15,297.49,3,16,,,8,199,290,3.4,0.17,,,0.4,0.09,33.89,84.32,5,46,0.1,0.84
2025-01-27T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2658,5.44,165.17,,,566.48,1457.01,1449.16,3,134,,,126,440.5,842.5,14.84,6.69,,,2.66,0.09,,,,,,
2025-01-27T00:00:00.000,NYPD,1. Critical,902,5.2,145.26,,,254.72,507.33,498.31,3,109,,,67,185.5,414.5,4.21,1.82,,,2.33,0.09,,,,,,
2025-01-27T00:00:00.000,NYPD (Non-CIP),Alarms,2606,5.79,140.41,,,535.25,2426.6,2424.82,3,114,,,147,810.5,1287,31.52,6.58,,,2.24,0.1,,,,,,
2025-01-27T00:00:00.000,FDNY,4. Non-Medical Emergencies,2747,5.88,171.29,,,239.91,581.52,528.42,3,28,,,7,301,421,5.69,0.27,,,2.76,0.1,56.01,110.54,5,47,0.09,0.91
2025-01-27T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,1912,5.09,155.67,,,698.02,3142.03,3112.57,3,128.5,,,185,1102.5,1670.5,40.73,9.04,,,2.51,0.08,,,,,,
2025-01-27T00:00:00.000,EMS,1. Life Threating Med Emergencies,10404,5.54,80.93,86.06,144.02,224.6,699.22,627.27,3,77,9,34,81.5,423,523,7.91,2.39,0.99,0.12,1.26,0.09,,,,,,
2025-01-27T00:00:00.000,NYPD (Non-CIP),Dispute,4880,5.1,173.44,,,765.04,3318.73,3302.77,3,142.5,,,203,1021,1671.5,42.56,9.86,,,2.81,0.09,,,,,,
2025-01-27T00:00:00.000,NYPD,3. Non-Critical,716,5.29,177.72,,,532.01,1407.52,1377.24,3,146,,,128,437,825,14.59,5.9,,,2.87,0.09,,,,,,
2025-01-27T00:00:00.000,FDNY,2. Non-Structural Fires,358,6.32,66.73,,,146.97,405.93,379.81,3,19,,,9,243.5,348.5,4.32,0.18,,,1.01,0.11,40.29,107.08,5,43,0.09,1.11
2025-01-27T00:00:00.000,FDNY,3. Medical Emergencies,3738,5.74,347.88,82.29,339.27,385.83,739.25,616.5,3,131,5,55,7,330,482,5.89,0.63,3.28,0.08,5.7,0.1,,,,,,
2025-01-20T00:00:00.000,NYPD (Non-CIP),Alarms,2888,4.67,142.41,,,525.26,2361.42,2360.65,3,116,,,143,813.5,1258,30.6,6.38,,,2.3,0.08,,,,,,
2025-01-20T00:00:00.000,FDNY,2. Non-Structural Fires,327,4.34,36.63,,,116.28,386.57,378.23,3,17,,,9,247,350,4.5,0.2,,,0.53,0.07,37,101.94,5,43,0.08,1.08
2025-01-20T00:00:00.000,EMS,1. Life Threating Med Emergencies,10455,5.03,79.57,84.76,142.32,215.3,693.73,626.09,3,77.5,13,33,81.5,425.5,521.75,7.97,2.26,0.98,0.12,1.24,0.08,,,,,,
2025-01-20T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,111,4.34,122,,,405.48,1386.69,1339.35,3,90,,,109,412,766,16.35,4.72,,,1.96,0.07,,,,,,
2025-01-20T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12435,5.06,98.42,104.89,163.11,583.78,1362.72,1248.46,3,91,12,35,107.5,610.5,750.5,12.98,8.09,0.99,0.15,1.56,0.08,,,,,,
2025-01-20T00:00:00.000,NYPD,1. Critical,816,5.19,148.86,,,255.44,492.81,484.9,3,114,,,68,182,408.5,3.96,1.78,,,2.39,0.09,,,,,,
2025-01-20T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,245,5.16,193.49,,,811.22,4191.73,3975.66,3,171,,,253,1577,2215,56.34,10.3,,,3.14,0.09,,,,,,
2025-01-20T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,153,5.5,172.23,,,513.92,3245.22,1196.75,3,147,,,139,1529,457,45.52,5.69,,,2.78,0.09,,,,,,
2025-01-20T00:00:00.000,NYPD (Non-CIP),Dispute,4914,4.75,172.75,,,787.36,3270.22,3243.06,3,142,,,201,980.5,1610.5,41.38,10.24,,,2.8,0.08,,,,,,
2025-01-20T00:00:00.000,FDNY,1. Structural Fires,265,5.46,34.09,,,99.28,298.92,297.1,3,16,,,8,194,281,3.33,0.16,,,0.48,0.09,32.98,83.74,5,45,0.09,0.85
2025-01-20T00:00:00.000,NYPD,3. Non-Critical,663,5.25,181.06,,,513.12,1550.36,1521.58,3,145,,,124,455,793,17.29,5.53,,,2.93,0.09,,,,,,
2025-01-20T00:00:00.000,NYPD,2. Serious,2109,4.73,131.64,,,276.33,660.76,634.58,3,100,,,76,251,488,6.41,2.41,,,2.12,0.08,,,,,,
2025-01-20T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2539,5.04,163.26,,,548.9,1445.91,1435.48,3,133,,,124,415,784,14.95,6.43,,,2.64,0.08,,,,,,
2025-01-20T00:00:00.000,NYPD (Non-CIP),Past Crime,3400,5.51,205.75,,,925.27,5439.21,5369.19,3,171,,,239,2381.5,3190,75.23,11.99,,,3.34,0.09,,,,,,
2025-01-20T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,1752,4.86,156.64,,,675.46,3027.04,3012.25,3,126.5,,,185,1095,1684,39.19,8.65,,,2.53,0.08,,,,,,
2025-01-20T00:00:00.000,FDNY,4. Non-Medical Emergencies,3070,5.62,144.68,,,215.12,564.06,521.88,3,25,,,7,309,431,5.82,0.21,,,2.32,0.09,53.88,112.43,5,47,0.09,0.98
2025-01-20T00:00:00.000,NYPD (Non-CIP),Possible Crimes,5563,4.78,161.93,,,744.17,3979.76,3854.52,3,128,,,208,1541,2100,53.93,9.7,,,2.62,0.08,,,,,,
2025-01-20T00:00:00.000,FDNY,3. Medical Emergencies,3681,5.13,334.38,82.23,326.18,369.41,737.56,625.38,3,129,5,54,7,341,491,6.14,0.58,3.26,0.09,5.49,0.09,,,,,,
2025-01-13T00:00:00.000,NYPD (Non-CIP),Possible Crimes,5965,5.08,165.48,,,855.55,4181.13,4047.5,3,133,,,238,1545,2183,55.43,11.5,,,2.67,0.08,,,,,,
2025-01-13T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12505,5.08,98.98,105.76,163.64,710.4,1536.75,1382.68,3,90,11.5,35.5,124.5,639,817,13.77,10.19,0.99,0.15,1.57,0.08,,,,,,
2025-01-13T00:00:00.000,FDNY,2. Non-Structural Fires,233,4.87,43.69,,,137.5,401.9,377.19,3,20,,,9,248,351,4.41,0.19,,,0.65,0.08,40.87,120.62,5,42,0.09,1.33
2025-01-13T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,260,5.24,184.03,,,1014.14,4538.02,4323.72,3,158,,,334.5,1903.5,2508.5,58.73,13.84,,,2.98,0.09,,,,,,
2025-01-13T00:00:00.000,NYPD (Non-CIP),Past Crime,3704,5.83,204.64,,,1022.56,5930.18,5865.47,3,171,,,285,2588.5,3495.5,81.79,13.63,,,3.31,0.1,,,,,,
2025-01-13T00:00:00.000,FDNY,3. Medical Emergencies,3935,5.4,355.14,83.02,346.29,388.92,744.99,635.28,3,131,5,55,7,335,489,5.93,0.56,3.61,0.09,5.83,0.09,,,,,,
2025-01-13T00:00:00.000,NYPD (Non-CIP),Alarms,2435,4.74,142.5,,,612.61,2685.57,2685.37,3,114,,,161,885,1405,34.55,7.84,,,2.3,0.08,,,,,,
2025-01-13T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,112,6.5,120.92,,,424.83,1231.13,1224.1,4,83.5,,,148,475.5,840,13.44,5.07,,,1.91,0.11,,,,,,
2025-01-13T00:00:00.000,FDNY,4. Non-Medical Emergencies,2623,5.66,141.32,,,210.77,553.51,514.57,3,27,,,7,307,429,5.71,0.22,,,2.26,0.09,54.21,113.36,5,48,0.09,0.99
2025-01-13T00:00:00.000,NYPD (Non-CIP),Dispute,4912,4.94,173.21,,,879.88,3695.43,3677.1,3,142,,,248,1166,1863.5,46.93,11.78,,,2.8,0.08,,,,,,
2025-01-13T00:00:00.000,NYPD,2. Serious,2181,5.16,134.9,,,292.79,704.64,677.99,3,102,,,80,257,501,6.86,2.63,,,2.16,0.09,,,,,,
2025-01-13T00:00:00.000,EMS,1. Life Threating Med Emergencies,10910,5.27,80.09,85.33,142.86,237.78,714.47,641.25,3.5,77.5,10.5,33,85.5,411.5,532,7.94,2.63,0.98,0.12,1.25,0.09,,,,,,
2025-01-13T00:00:00.000,FDNY,1. Structural Fires,277,5.38,40.71,,,107.56,308.36,304.6,4,17,,,8,194,289,3.35,0.17,,,0.59,0.09,37.22,89.26,5,47,0.09,0.87
2025-01-13T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2605,5.21,163.75,,,619.61,1567.31,1560.01,3,133,,,136,423,822,15.79,7.6,,,2.64,0.09,,,,,,
2025-01-13T00:00:00.000,NYPD,1. Critical,920,5.08,145.02,,,264.74,535.36,518.38,3,109,,,71,183.5,425,4.51,2,,,2.33,0.08,,,,,,
2025-01-13T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,136,5.55,177.97,,,576.22,3384.21,1226.13,3,155.5,,,159,1849,449.5,46.8,6.64,,,2.87,0.09,,,,,,
2025-01-13T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,1862,5.21,157.42,,,716.71,3319.07,3292.77,3,130,,,215,1107.5,1777.5,43.37,9.32,,,2.54,0.09,,,,,,
2025-01-13T00:00:00.000,NYPD,3. Non-Critical,704,5.93,174.59,,,684.64,1854.01,1812.09,3,146,,,152,493,895,19.49,8.5,,,2.81,0.1,,,,,,
2025-01-06T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,147,4.3,173.11,,,615.36,3868.42,1788.35,3,134,,,156,1915,477,54.22,7.37,,,2.81,0.07,,,,,,
2025-01-06T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,103,5.33,128.15,,,487.3,1318.06,1318.06,4,97,,,144,462,992,13.85,5.99,,,2.05,0.09,,,,,,
2025-01-06T00:00:00.000,NYPD,1. Critical,888,4.27,146.35,,,257.71,519.13,495.47,3,108,,,68.5,177.5,408,4.36,1.86,,,2.37,0.07,,,,,,
2025-01-06T00:00:00.000,EMS,1. Life Threating Med Emergencies,10693,4.49,80.14,85.19,142.45,221.85,700.86,626.97,3,78,9.5,33.5,83.5,421,523.5,7.98,2.36,0.97,0.11,1.26,0.07,,,,,,
2025-01-06T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,217,5.64,194.29,,,907.86,3669.06,3473.92,3,169,,,313,1532,2338,46.02,11.89,,,3.14,0.09,,,,,,
2025-01-06T00:00:00.000,NYPD (Non-CIP),Alarms,2977,4.41,138.44,,,591.16,2613.06,2612.78,3,112,,,162,897,1428,33.7,7.55,,,2.23,0.07,,,,,,
2025-01-06T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12417,4.51,98.32,104.56,162.6,640.34,1440.44,1301.59,3,90.5,9.5,36,120,626,784.75,13.33,9.03,0.99,0.14,1.56,0.08,,,,,,
2025-01-06T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2576,4.57,161.72,,,610.75,1616.66,1609.17,3,132,,,128,441.5,830.5,16.77,7.48,,,2.62,0.08,,,,,,
2025-01-06T00:00:00.000,NYPD,2. Serious,2054,4.44,131.94,,,284.71,708.06,692.04,3,97,,,77,258,502.5,7.06,2.55,,,2.12,0.07,,,,,,
2025-01-06T00:00:00.000,NYPD (Non-CIP),Past Crime,3658,4.87,201.77,,,979.76,5640.13,5561.86,3,170,,,263,2529.5,3294,77.67,12.97,,,3.28,0.08,,,,,,
2025-01-06T00:00:00.000,EMS,,1,3,70,73.44,100.85,118,575,498,3,67,5,28,48,457,498,7.62,0.8,0.47,0.08,1.12,0.05,,,,,,
2025-01-06T00:00:00.000,NYPD (Non-CIP),Possible Crimes,6012,4.51,166.8,,,791.35,4254.56,4096.27,3,134,,,225,1752,2317,57.72,10.41,,,2.7,0.08,,,,,,
2025-01-06T00:00:00.000,FDNY,3. Medical Emergencies,3831,4.42,335.84,82.06,327.47,371.85,730.01,614.16,3,129,5,54,7,336,488,5.97,0.6,3.18,0.08,5.52,0.07,,,,,,
2025-01-06T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,1973,4.52,151.93,,,768.23,3317.57,3298.25,3,123,,,209,1167,1819,42.49,10.27,,,2.46,0.08,,,,,,
2025-01-06T00:00:00.000,NYPD,3. Non-Critical,726,5.03,172.96,,,634.75,1642.93,1605.51,3,145,,,145,446.5,858,16.8,7.7,,,2.8,0.08,,,,,,
2025-01-06T00:00:00.000,FDNY,4. Non-Medical Emergencies,2922,5.08,159.83,,,235.05,584.32,538.67,3,30,,,7,308,430,5.82,0.19,,,2.58,0.08,56.54,123.32,5,46,0.09,1.11
2025-01-06T00:00:00.000,NYPD (Non-CIP),Dispute,4978,4.46,174.22,,,822.18,3594.13,3559.56,3,145,,,208,1102,1793.5,46.2,10.8,,,2.83,0.07,,,,,,
2025-01-06T00:00:00.000,FDNY,1. Structural Fires,265,4.98,30.95,,,96.02,298.13,297.45,3,16,,,8,197,283,3.37,0.15,,,0.43,0.08,35.52,86.56,5,46,0.09,0.85
2025-01-06T00:00:00.000,FDNY,2. Non-Structural Fires,170,5.28,36.45,,,116.09,396.33,386.77,3.5,18,,,7.5,250.5,339,4.67,0.16,,,0.52,0.09,37.92,103.81,5,41,0.09,1.1
2024-12-30T00:00:00.000,NYPD (Non-CIP),Dispute,5098,8.02,175.9,,,882.05,3629.1,3582.73,3,143,,,212,1098,1763.5,45.78,11.77,,,2.8,0.13,,,,,,
2024-12-30T00:00:00.000,EMS,1. Life Threating Med Emergencies,10054,9.05,86.5,91.83,148.85,235.12,699.16,621.98,3,78.5,10.5,33.5,81,410,519,7.73,2.48,0.97,0.12,1.29,0.15,,,,,,
2024-12-30T00:00:00.000,FDNY,4. Non-Medical Emergencies,2484,10.12,198.22,,,264.45,591.97,540.9,3,27,,,7,294,419,5.46,0.21,,,3.13,0.17,61.39,117.71,5,47,0.09,0.94
2024-12-30T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,120,10.9,129.95,,,418.54,1322.43,1322.43,4,90,,,118.5,463.5,883,15.06,4.81,,,1.98,0.18,,,,,,
2024-12-30T00:00:00.000,NYPD,3. Non-Critical,661,9.5,173.71,,,571.32,1811.41,1780.11,3,136,,,132,466,881,20.67,6.63,,,2.74,0.16,,,,,,
2024-12-30T00:00:00.000,FDNY,3. Medical Emergencies,3903,10.25,345.81,89.01,337.3,379.42,729.2,615.65,4,133,5,56,7,329,488,5.83,0.56,3.01,0.08,5.59,0.17,,,,,,
2024-12-30T00:00:00.000,NYPD (Non-CIP),Possible Crimes,5657,8.25,164.56,,,813.31,4139.51,3994.9,3,129,,,209,1629,2194,55.44,10.81,,,2.61,0.14,,,,,,
2024-12-30T00:00:00.000,NYPD,1. Critical,894,10.13,144.1,,,273.94,567.5,554.12,3,105,,,68,184,411.5,4.89,2.16,,,2.23,0.17,,,,,,
2024-12-30T00:00:00.000,FDNY,2. Non-Structural Fires,144,10.28,37.78,,,99.49,355.76,353.19,3,16.5,,,7,242,339.5,4.27,0.15,,,0.46,0.17,38.85,87.71,5,44,0.09,0.81
2024-12-30T00:00:00.000,NYPD,2. Serious,1985,8.11,139.19,,,312.29,754.62,731.68,3,99,,,80,261,509,7.37,2.88,,,2.18,0.14,,,,,,
2024-12-30T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,11849,9.32,106.12,112.88,171.42,686.93,1461.86,1339.03,3.5,92,11,36,111.5,596.75,761.5,12.92,9.68,1,0.15,1.61,0.16,,,,,,
2024-12-30T00:00:00.000,FDNY,1. Structural Fires,254,9.48,35.33,,,102.68,300.72,299.81,4,16,,,8,194,287,3.3,0.15,,,0.43,0.16,37.94,91.71,5,48,0.09,0.9
2024-12-30T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,150,9.69,172.07,,,505.67,2829.2,1451.03,4,138.5,,,111,1392,562.5,38.73,5.56,,,2.71,0.16,,,,,,
2024-12-30T00:00:00.000,NYPD (Non-CIP),Alarms,2670,8.98,142.69,,,634.39,2897.1,2894.49,3,113,,,168.5,1000.5,1576,37.71,8.2,,,2.23,0.15,,,,,,
2024-12-30T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2437,9.18,170.25,,,607.25,1630.93,1618.69,3,134,,,131,431,844,17.06,7.28,,,2.68,0.15,,,,,,
2024-12-30T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,231,7.7,187.35,,,924.42,4617.19,4505.95,3,158,,,289,1642,2339,61.55,12.28,,,2.99,0.13,,,,,,
2024-12-30T00:00:00.000,NYPD (Non-CIP),Past Crime,3577,10.2,208.55,,,1005.72,5593.26,5467.93,3,172,,,252,2395,3120,76.46,13.29,,,3.31,0.17,,,,,,
2024-12-30T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,1736,8.6,155.38,,,661.77,3009.5,3002.36,3,126,,,198.5,988.5,1609,39.13,8.44,,,2.45,0.14,,,,,,
2024-12-23T00:00:00.000,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,157,6.21,162.75,,,449.29,3296.01,1714.07,3,152,,,124,1949,500,47.45,4.78,,,2.61,0.1,,,,,,
2024-12-23T00:00:00.000,FDNY,1. Structural Fires,299,6.47,72.57,,,138.8,340.22,337.55,3,16,,,9,198,284,3.36,0.17,,,1.1,0.11,37.02,88.49,5,46,0.1,0.86
2024-12-23T00:00:00.000,NYPD (Non-CIP),Possible Crimes,5954,5.77,162.68,,,780.76,4158.6,4032.48,3,129,,,216.5,1603,2200,56.3,10.3,,,2.62,0.1,,,,,,
2024-12-23T00:00:00.000,NYPD (Non-CIP),Vehicle Accident,277,7.58,205.79,,,903,3958.14,3735.3,4,165,,,268,1438,2007,50.92,11.62,,,3.3,0.13,,,,,,
2024-12-23T00:00:00.000,NYPD,2. Serious,2244,6.06,135.05,,,306.02,720.48,690.2,3,104,,,81.5,260,503,6.91,2.85,,,2.15,0.1,,,,,,
2024-12-23T00:00:00.000,FDNY,2. Non-Structural Fires,229,6.32,86.93,,,149.4,411.2,410.17,3,18,,,7,246,340,4.36,0.16,,,1.34,0.11,39.56,88.61,5,43,0.09,0.82
2024-12-23T00:00:00.000,NYPD (Non-CIP),Other Crimes (In Progress),2524,6,172.49,,,575.98,1596.51,1589.35,3,141,,,127,412,810.5,17.01,6.72,,,2.77,0.1,,,,,,
2024-12-23T00:00:00.000,NYPD (Non-CIP),Dispute,5292,6.23,178.28,,,903.66,3660.57,3632.94,3,147,,,205,1044.5,1718,45.95,12.09,,,2.87,0.1,,,,,,
2024-12-23T00:00:00.000,NYPD (Non-CIP),Police Officer/Security Holding Suspect,119,7.37,136.34,,,466.32,1515.61,1498.02,4,92,,,109,499,903,17.49,5.5,,,2.15,0.12,,,,,,
2024-12-23T00:00:00.000,NYPD,1. Critical,955,5.84,142.07,,,282.35,532.57,508.95,3,109,,,71,197,417,4.17,2.34,,,2.27,0.1,,,,,,
2024-12-23T00:00:00.000,FDNY,4. Non-Medical Emergencies,3172,6.77,158.67,,,230.52,573.41,518.37,3,26,,,7,302,428,5.71,0.19,,,2.53,0.11,54.93,117.35,5,48,0.09,1.04
2024-12-23T00:00:00.000,NYPD,3. Non-Critical,681,5.97,170.67,,,500.53,1403.78,1352.36,3,140,,,135,435,821,15.05,5.5,,,2.74,0.1,,,,,,
2024-12-23T00:00:00.000,EMS,1. Life Threating Med Emergencies,10371,6.68,81.66,87.34,143.89,229.2,705.23,626.08,3,76.5,11.5,33,80,423.5,521.5,7.93,2.46,0.96,0.13,1.25,0.11,,,,,,
2024-12-23T00:00:00.000,EMS,2. Non-Life Threatening Med Emergencies,12408,6.5,101.05,107.79,165.32,611.19,1379.83,1269.52,3,91,11,35,112.5,609,763,12.81,8.5,0.98,0.15,1.58,0.11,,,,,,
2024-12-23T00:00:00.000,NYPD (Non-CIP),Alarms,2817,6.23,145.66,,,661.79,2844.33,2844.33,3,116,,,164,970,1463,36.38,8.6,,,2.32,0.1,,,,,,
2024-12-23T00:00:00.000,NYPD (Non-CIP),Disorderly Person/Group/Noise,1752,6.03,156.33,,,771.38,3326.73,3294.67,3,129,,,230,1130,1770,42.59,10.25,,,2.5,0.1,,,,,,
2024-12-23T00:00:00.000,FDNY,3. Medical Emergencies,3951,6.82,323.34,82.57,315.34,355.1,707.98,613.28,3,128,5,54,7,330,486,5.88,0.53,3.07,0.09,5.28,0.11,,,,,,
2024-12-23T00:00:00.000,NYPD (Non-CIP),Past Crime,3367,6.57,208.86,,,1005.25,5834.48,5730.11,3,176,,,255,2387,3163,80.49,13.27,,,3.37,0.11,,,,,,
2024-12-16T00:00:00.000,EMS,1. Life Threating Med Emergencies,10721,5.39,80.85,86.35,143.1,218.54,689.57,614.38,3,76.5,11,33,80.5,408.5,511.5,7.85,2.29,0.97,0.12,1.26,0.09,,,,,,
2024-12-16T00:00:00.000,FDNY,1. Structural Fires,264,4.69,40.04,,,104.07,318.02,314.38,3,16,,,8,210.5,299.5,3.57,0.17,,,0.59,0.08,36.01,85.74,5,46,0.09,0.83
2024-12-16T00:00:00.000,FDNY,3. Medical Emergencies,3882,5.43,309.28,83.36,301.26,343.01,699.06,596.67,3,131,5,54,7,332,484,5.93,0.56,2.6,0.08,5.06,0.09,,,,,,
